,index,Unnamed: 0,Unnamed: 0.1,parent_category,parent_slug,child_category,child_slug,company_id,company_slug,company_name,company_legal_name,company_icon,company_description,is_vendr_verified,company_stats,negotiationsHandled,domain,description,competitors,communityInsights,endOfQuarterSignatureNewPurchase,endOfQuarterSignatureRenewal,expectedGrowthEconomiesOfScaleNewPurchase,expectedGrowthEconomiesOfScaleRenewal,multiYearNewPurchase,multiYearRenewal,hasBigSavings,quickSalesProcessSignatureNewPurchase,quickSalesProcessSignatureRenewal,averageContractValue,averageSavingsPercent,mentionsDiscounts,Mentions_Discounts_Annual_Payments,quota_attainment,industry_average_quota_attainment,repvue_slug
2413,2413,4861,8429,Human Resources,human-resources,Employee Benefits,employee-benefits,ece68f79-ab40-4840-a42c-b990867c21dd,forma,Forma,Forma Inc.,//d1mzm9ptampqbl.cloudfront.net/product-logos/forma.png,The Life Benefits Platform that makes it easy to design and scale flexible benefits programs in modern workforce.,False,"{'negotiationsHandled': 35, 'averageSavingsPercent': '18.9'}",35,joinforma.com,The Life Benefits Platform that makes it easy to design and scale flexible benefits programs in modern workforce.,,"[{'companySize': 247, 'publishedAt': '2023-12-20T19:58:43.956Z', 'type': 'Buying', 'value': 'We were able to secure a 6% discount at renewal through mentioning firm budgets. '}, {'companySize': 247, 'publishedAt': '2023-12-20T22:20:08.174Z', 'type': 'Buying', 'value': 'We were able to secure a 6% discount at renewal through setting firm budget constraints. '}, {'companySize': 247, 'publishedAt': '2024-09-25T18:03:00.804Z', 'type': 'SavingsAndNegotiation', 'value': 'We were able to negotiate a 6% discount through leveraging competition, a tight budget, and our existing partnership. '}]",,,,,,,False,,,21046.3,18.9,,False,30.416666666666668,40.4,forma
2414,2414,4862,8430,Human Resources,human-resources,Employee Benefits,employee-benefits,61b98d1f-7331-4879-8470-24a79de05469,modern-health,Modern Health,Modern Life Inc,//d1mzm9ptampqbl.cloudfront.net/product-logos/modern-health.png,We make employer mental health benefits easily accessible. Request a demo today.,False,"{'negotiationsHandled': 26, 'averageSavingsPercent': '8.73'}",26,modernhealth.com,We make employer mental health benefits easily accessible. Request a demo today.,,"[{'companySize': 247, 'publishedAt': '2023-12-29T16:41:28.930Z', 'type': 'Buying', 'value': 'Modern Health will allow redlining of marketing language in agreement stating permission must be given beforehand. '}, {'companySize': 247, 'publishedAt': '2024-03-05T19:40:30.260Z', 'type': 'Buying', 'value': 'Pricing is highly variable based on logo strength and number of eligible employees.  Coaching/Therapy sessions is the main driver of cost and they are most likely to give Annual Private Circles away to lower cost.  '}]",,,,,,,False,,,107535.72,8.73,,False,14.375,46.7,ModernHealth
2440,2440,4888,8507,Human Resources,human-resources,Employee Engagement,employee-engagement,47ffac5f-19de-48d8-8272-a4fed4adebe7,culture-amp,Culture Amp,Culture Amp Pty Ltd,//backoffice.vendr.com/public-assets/logos/1721224341578/culture-amp.png,"As the global platform leader for employee experience, Culture Amp empowers companies of all sizes and industries to transform employee engagement, develop high-performing teams, and retain talent via cutting-edge research, powerful technology, and the largest employee dataset in the world",True,"{'negotiationsHandled': 352, 'averageSavingsPercent': '12.84'}",352,cultureamp.com,"As the global platform leader for employee experience, Culture Amp empowers companies of all sizes and industries to transform employee engagement, develop high-performing teams, and retain talent via cutting-edge research, powerful technology, and the largest employee dataset in the world","Lattice, Workday, HiBob, 15Five, Leapsome","[{'companySize': 2218, 'publishedAt': '2022-12-12T19:50:00.000Z', 'type': 'Buying', 'value': 'We were informed that they believe in price equity such that all customers get same standard discounts.'}, {'companySize': 6485, 'publishedAt': '2022-10-10T18:34:00.000Z', 'type': 'Buying', 'value': 'We were advised that they would not support redlines from organizations under 500 employees.'}, {'companySize': 605, 'publishedAt': '2022-05-31T18:54:00.000Z', 'type': 'Buying', 'value': ""CultureAmp will not do a true-up on employee count until you are up for renewal, so you'll be able to renew flat at times even if you have grown past the contracted user count.""}, {'companySize': 16, 'publishedAt': '2022-02-01T21:02:00.000Z', 'type': 'Buying', 'value': 'Threatening to churn along with eventually agreeing to a 2-year term got us to a 25% discount on rates.'}, {'companySize': 811, 'publishedAt': '2022-01-10T01:53:00.000Z', 'type': 'Buying', 'value': 'They offered us these discounts to entice us to sign on for more than a year: 5% discount for two years, and 10% for three.\xa0 '}, {'companySize': 247, 'publishedAt': '2023-06-12T12:48:56.515Z', 'type': 'Buying', 'value': 'We were originally offered 5% discount on a 2 year deal, or 10% on 3 years for up to 400 users - Standard Platform. However, we pushed back on firm budget restraints and was able to secure a 7% discount on 1 year renewal agreement '}, {'companySize': 247, 'publishedAt': '2023-06-21T19:16:30.238Z', 'type': 'Buying', 'value': 'We secured a 15% discount by explaining they recently had a RIF and need to cut costs with all software spend. '}, {'companySize': 247, 'publishedAt': '2023-08-11T01:10:08.955Z', 'type': 'Buying', 'value': 'We secured a 13% discount for committing to a multi-year and used our Vendr Cash through Vendr+ on top of that to receive the 25% rebate on the Yr1 cost. '}, {'companySize': 247, 'publishedAt': '2023-09-29T21:14:27.632Z', 'type': 'Buying', 'value': 'We were able to get more favorable billing terms, and remove the auto-renew clause upon renewal '}, {'companySize': 247, 'publishedAt': '2023-10-09T11:13:27.209Z', 'type': 'Buying', 'value': 'Culture Amp is continuing to lean heavily on its transition to a price parity model. Traditional discounts are far outside of the norm and only come into play with exigent circumstances.'}, {'companySize': 247, 'publishedAt': '2023-10-10T13:12:28.964Z', 'type': 'Buying', 'value': 'We were able to secure savings via multi year terms, 5% for 2 year terms. '}, {'companySize': 247, 'publishedAt': '2024-09-05T18:37:06.962Z', 'type': 'Informative', 'value': 'Culture Amp allows for buffer room on their license tiers, and will not apply mid-contract charges for going over'}, {'companySize': 247, 'publishedAt': '2023-10-26T20:36:24.287Z', 'type': 'Buying', 'value': 'We secured a 10% discount by leveraging competition with Rippling. '}, {'companySize': 247, 'publishedAt': '2023-10-27T10:59:38.088Z', 'type': 'Buying', 'value': 'We were able to start on a lower tier, due to budget restraints but still implement all our active users. We were able to incorporate wording into the agreement to ensure this flexibility. '}, {'companySize': 247, 'publishedAt': '2024-02-14T19:20:04.575Z', 'type': 'Buying', 'value': 'We secured a 15% discount by leveraging a firm budget from finance with no room to increase it. '}, {'companySize': 247, 'publishedAt': '2023-05-16T14:12:46.367Z', 'type': 'Buying', 'value': 'We were reducing scope on this renewal from 800 users to 300 users. While initially Culture Amp wanted to raise the price per unit, we were able to position significant financial burden, churn, and the larger macroeconomic environment and were able to keep the price per unit very close to flat with this major reduction resulting in a nice amount of savings! '}, {'companySize': 247, 'publishedAt': '2023-12-22T17:58:55.897Z', 'type': 'Buying', 'value': 'Culture Amp allowed us to renew at the 150 user mark even though we were slightly over due to budget constraints.'}, {'companySize': 247, 'publishedAt': '2023-12-19T19:01:31.590Z', 'type': 'Buying', 'value': 'push for discounts when growing at time of renewal '}, {'companySize': 247, 'publishedAt': '2023-12-22T18:00:23.068Z', 'type': 'Buying', 'value': 'Culture Amp agreed to offer us a flat renewal with a decreased user count after our CFO sent an email to them saying we intended not to renew. They made these concessions to earn back our potentially fleeting business.'}, {'companySize': 247, 'publishedAt': '2023-11-08T03:16:51.865Z', 'type': 'Buying', 'value': 'Supplier will offer Net 45 payment terms on a 1 year agreement. '}, {'companySize': 247, 'publishedAt': '2023-12-04T09:47:08.957Z', 'type': 'Buying', 'value': 'In our renewal discussion with CultureAmp, we aimed to streamline our services by focusing solely on employee engagement, catering to up to 700 employees. Previously, our package included both engagement and performance models for up to 250 users, at a cost of $30K. We successfully reduced the total investment to $25K through constructive discussions and collaborative efforts. We were pleased that CultureAmp worked with us, and that despite the descope, they offered the module at value vs. just maintaining previous revenue numbers. '}, {'companySize': 247, 'publishedAt': '2023-11-29T12:24:59.461Z', 'type': 'Buying', 'value': 'We did a mid-contract upgrade where we added new modules. The supplier offered discounting for an early signature, this was on an 8 month contract with Net 30 payment terms.'}, {'companySize': 247, 'publishedAt': '2024-02-09T16:52:18.827Z', 'type': 'Buying', 'value': 'We were offered discounted pricing on a 2 and 3 year term, and flat pricing on a 1 year term. We decided to stick with the 1 year for additional flexibility. We also achieved Net 60 Quarterly payments and had the auto-renewal removed.'}, {'companySize': 247, 'publishedAt': '2023-12-20T22:30:23.748Z', 'type': 'Buying', 'value': 'We were able to secure a 7% discount by standing firm on our budget and scope needs. '}, {'companySize': 247, 'publishedAt': '2023-12-04T14:25:58.250Z', 'type': 'Buying', 'value': 'We were able to obtain an 8% discount by leveraging budget restrictions and a competitive quote from Lattice for an equal scope.'}, {'companySize': 247, 'publishedAt': '2023-12-18T15:14:53.266Z', 'type': 'Buying', 'value': 'No discounting available on the lowest, Engagement - Self Starter tier.'}, {'companySize': 247, 'publishedAt': '2024-09-06T16:43:13.195Z', 'type': 'SavingsAndNegotiation', 'value': 'Culture Amp was unwilling to waive the prescribed renewal uplift for this contract. They let us know that they have a market fairness pricing and do not negotiate upon renewal'}, {'companySize': 247, 'publishedAt': '2024-02-27T17:47:33.575Z', 'type': 'Buying', 'value': 'We were able to retain our previous discounts and reduce the cost of adding the Performance module by 10% by leveraging economies of scale and an early renewal.'}, {'companySize': 247, 'publishedAt': '2024-03-11T18:30:58.136Z', 'type': 'Buying', 'value': 'Pushed back on a proposed uplift by citing budget constraints and leveraging an add-on'}, {'companySize': 247, 'publishedAt': '2024-03-27T16:58:15.231Z', 'type': 'Buying', 'value': ""In exchange for a 24 month contract and a quick signature to align with CultureAmp's end of quarter, we were able to get an additional 15% discount on a new purchase.""}, {'companySize': 247, 'publishedAt': '2024-03-27T20:12:32.007Z', 'type': 'Buying', 'value': 'We were buying in Euros, and Vendr was able to verify that we were about 5% over what the US typically pays at the tier we were at, so they were able to assist in making that correction. '}, {'companySize': 247, 'publishedAt': '2024-04-03T12:17:55.924Z', 'type': 'Buying', 'value': 'Culture Amp originally proposed a 10% uplift on a 12 month renewal or flat pricing on a 36 month term citing a change in their pricing structure. We leveraged budget and competition to secure a 5% uplift on a 12 month term. CultureAmp honored our existing flexible payment terms due to the increase in pricing.'}, {'companySize': 247, 'publishedAt': '2024-04-22T12:05:14.914Z', 'type': 'Buying', 'value': 'By leveraging a 2 year agreement, tight budgets and the possibility of adding another service into our agreement, we were able to obtain 15% discount with annual payments'}, {'companySize': 247, 'publishedAt': '2024-05-17T19:00:18.081Z', 'type': 'Buying', 'value': 'This was a competitive evaluation with the potential to switch from Culture Amp to Lattice. We leveraged this to our advantage to push for a better discount. We felt Lattice would provide an all-encompassing HR/People management solution that is centralized, whereas Culture Amp, felt more niche without the complete feel for the company as a whole. We ultimately decided to move forward with Lattice as it was very important for us to have a centralized software that needed less integrations, which save time and money in the long run.'}, {'companySize': 247, 'publishedAt': '2024-07-15T14:34:03.782Z', 'type': 'Informative', 'value': 'Following a company-wide price increase, Culture Amp did not budge on a flat renewal after multiple stakholders were looped in to push for savings with the main/only leverage being a show of effort to get to a budgeted mark, as a multi-year and suggestion of competition/churn was not on the table.'}, {'companySize': 247, 'publishedAt': '2024-08-06T18:30:04.005Z', 'type': 'SavingsAndNegotiation', 'value': 'Whilst Culture Amp has moved to a very structured discounting program, it is possible to find wins outside of it when upgrading your tier, whilst we did not move ahead with the upgrade in the offer we did double our discount % by leveraging tight budgets blocking the upgrade.'}, {'companySize': 247, 'publishedAt': '2024-08-12T19:55:28.756Z', 'type': 'SavingsAndNegotiation', 'value': 'We were able to secure a 5% discount across both years within 2-year agreement and Culture Amp would prorate employee development module for the first 6 months, allowing a delayed launch of employee development module'}, {'companySize': 247, 'publishedAt': '2024-09-19T16:03:13.879Z', 'type': 'SavingsAndNegotiation', 'value': 'On Self Starter, we were looking for way to draw back cost given we did not need as many users within the given tier (up to 100.) As we were reducing users by 25% we saw that the price remained the same as 100 users. With many back and forths with the rep, we were able to obtain a 14% discount with signature turn around in September. '}, {'companySize': 247, 'publishedAt': '2024-09-26T19:00:23.023Z', 'type': 'SavingsAndNegotiation', 'value': 'We were willing to move to the upper tier but had to operate within quite tight budget constraints, at renewal Culture Amp were unwilling to offer any discount on moving to the higher tier beyond their standard discounts around term length.'}, {'companySize': 247, 'publishedAt': '2024-10-23T17:33:37.337Z', 'type': 'SavingsAndNegotiation', 'value': 'We successfully negotiated a flat renewal while increasing our user base to the next tier by leveraging a firm budget, defined signature date, and long-term growth projections.'}]",POSSIBLE,UNLIKELY,POSSIBLE,UNLIKELY,HIGH,HIGH,False,POSSIBLE,UNLIKELY,32259.52,12.84,,False,41,40.4,CultureAmp
2500,2500,4950,8696,Human Resources,human-resources,HR Analytics,hr-analytics,ea4a6773-7916-4054-9496-8cab3af0ca13,charthop,ChartHop,ChartHop Inc,//d1mzm9ptampqbl.cloudfront.net/product-logos/charthop.png,"Automatically create and update org charts, build headcount plans and analyze all your people data in one central hub, no spreadsheets needed.",False,"{'negotiationsHandled': 71, 'averageSavingsPercent': '17.34'}",71,charthop.com,"Automatically create and update org charts, build headcount plans and analyze all your people data in one central hub, no spreadsheets needed.","Rippling, BambooHR, Spiff, Paycom","[{'companySize': 247, 'publishedAt': '2023-05-05T14:07:04.296Z', 'type': 'Buying', 'value': 'We were able to secure an additional 10% discount on a new purchase of Charthop by leveraging a quick signature date (end of Month). '}, {'companySize': 247, 'publishedAt': '2024-02-12T21:22:00.713Z', 'type': 'Buying', 'value': 'ChartHop agreed to 5% price lock and removed auto-renew from the Order Form.'}, {'companySize': 247, 'publishedAt': '2023-06-28T21:29:01.784Z', 'type': 'Buying', 'value': 'ChartHop honored our price per user from past years. We were able to secure a 10% discount for a case study along with a 6 month renewal at no added cost.'}, {'companySize': 247, 'publishedAt': '2023-12-20T22:33:18.565Z', 'type': 'Buying', 'value': 'We received a 60% discount when upgrading our subscription. '}, {'companySize': 247, 'publishedAt': '2024-02-01T19:03:07.587Z', 'type': 'Buying', 'value': 'ChartHop agreed to waive the implementation fee.'}, {'companySize': 247, 'publishedAt': '2024-04-11T17:15:25.612Z', 'type': 'Buying', 'value': 'ChartHop will remove auto-renew on the Order Form.'}, {'companySize': 247, 'publishedAt': '2024-09-24T19:16:22.685Z', 'type': 'SavingsAndNegotiation', 'value': 'Able to secure waived implementation and integration fees with 2-year deal'}, {'companySize': 247, 'publishedAt': '2024-10-21T18:12:31.803Z', 'type': 'SavingsAndNegotiation', 'value': 'ChartHop was able to provide a credit to cover the switch from the previous vendor that they are replacing -- the credit was proposed in the form of a monthly rate'}]",,,,,,,False,,,36194.78,17.34,,False,25,40.4,Charthop
2501,2501,4951,8697,Human Resources,human-resources,HR Analytics,hr-analytics,3b0078a1-9caf-47ee-a95b-11a7235c4c15,ashby,Ashby,"Ashby, Inc.",//d1mzm9ptampqbl.cloudfront.net/product-logos/ashby.png,Building people software for high growth companies.,False,"{'negotiationsHandled': 50, 'averageSavingsPercent': '24.57'}",50,ashbyhq.com,Building people software for high growth companies.,"Greenhouse, Lever","[{'companySize': 247, 'publishedAt': '2023-08-14T16:50:35.383Z', 'type': 'Buying', 'value': 'If you are stuck in another contract, Ashby will offer to give a buy out credit. They bought out the rest of an ATS contract. '}, {'companySize': 247, 'publishedAt': '2023-08-16T16:18:23.457Z', 'type': 'Buying', 'value': ""We were able to secure a 14% discount as well as a $3000 credit in our first year by pushing back and advising that we'd stick with our current supplier if pricing could not be improved.""}, {'companySize': 247, 'publishedAt': '2024-01-03T15:40:05.774Z', 'type': 'Buying', 'value': 'push for flat pricing at time of renewal '}, {'companySize': 247, 'publishedAt': '2024-01-23T14:46:25.330Z', 'type': 'Buying', 'value': 'Offered a 1x discount of $4000 to alleviate 2023/2024 price increase.'}, {'companySize': 247, 'publishedAt': '2024-03-27T11:50:03.640Z', 'type': 'Buying', 'value': ""Be mindful that if you have discounts you have for marketing/logo use those don't disappear on renewal. They were initially removed, but we were able to make a case for keeping it. We did lose the one-time discount, but Vendr was able to leverage this into getting an additional survey feature, so we still retained value in the agreement at renewal. Overall we were able to Please keep in mind that if you have any discounts for marketing or logo use, those shouldn't disappear when it's time for renewal. Initially, those discounts were removed, but we were able to argue for keeping them. Although we did lose the one-time discount, Vendr was able to negotiate an additional survey feature, so we still retained value in the agreement upon renewal. Overall, we were able to save around $5k during the renewal process.recoup around $5k in savings for the renewal.  ""}, {'companySize': 247, 'publishedAt': '2024-06-04T13:06:07.331Z', 'type': 'Sentiment', 'value': 'Stakholder cited dissatisfaction with Lever both on the product and support offerings. They felt that Lever was no longer innovating on the product and found Ashby to be a strong alternative. '}, {'companySize': 247, 'publishedAt': '2024-09-17T20:25:16.459Z', 'type': 'SavingsAndNegotiation', 'value': 'Ashby will increase their 12-month discount offering by ~30% for a 3-year term. For example, if the 12-month proposed discount is 7%, a 3-year term would garner a 10% discount'}]",,,,,,,False,,,23925.33,24.57,,False,70,40.4,Ashby
2502,2502,4952,8698,Human Resources,human-resources,HR Analytics,hr-analytics,cf05af70-aac3-42b1-b2ac-b7f7e8668d7d,textio,Textio,Textio Inc,//d1mzm9ptampqbl.cloudfront.net/product-logos/textio.png,Words move people. Augmented writing gives you the superpower of knowing how well your words will work while you're still writing them.,False,"{'negotiationsHandled': 41, 'averageSavingsPercent': '17.77'}",41,textio.com,Words move people. Augmented writing gives you the superpower of knowing how well your words will work while you're still writing them.,,"[{'companySize': 247, 'publishedAt': '2024-07-11T15:42:05.014Z', 'type': 'SavingsAndNegotiation', 'value': 'We were offered a 22% incentive to sign a 2 year deal in June. However, due to Textio delays in providing security documentation for our process, conversations continued into June. with push back, we were able to extend this 22% discount into the new quarter. '}]",,,,,,,False,,,29909.85,17.77,,False,27.545454545454547,40.4,Textio
2529,2529,4980,8742,Human Resources,human-resources,HR Management System,hr-management-system,8ed743b3-d9c8-4514-8632-0b83e663e50a,bamboohr,BambooHR,Bamboo HR LLC,//d1mzm9ptampqbl.cloudfront.net/product-logos/bamboohr.png,BambooHR’s #1 HR software for small and medium business sets HR free to do great work.,True,"{'negotiationsHandled': 110, 'averageSavingsPercent': '9.79'}",110,bamboohr.com,BambooHR’s #1 HR software for small and medium business sets HR free to do great work.,"Greenhouse, Lever, Rippling, HiBob, ADP, ChartHop, Paylocity, Deel, Zenefits, Paycor, Gusto, Paycom, Back Technologies, Paychex, WebHR, ZingHR","[{'companySize': 247, 'publishedAt': '2023-06-26T16:09:02.962Z', 'type': 'Buying', 'value': 'BambooHR does not do annual agreements (only month-to-month). They incentivize at certain user thresholds and when companiesadding funds into an account for invoices to be auto-drafted from.'}, {'companySize': 247, 'publishedAt': '2023-08-10T17:36:11.159Z', 'type': 'Buying', 'value': 'This supplier will proceed with verbal confirmations if it is a mid-contract add on. '}, {'companySize': 247, 'publishedAt': '2023-09-22T20:06:59.103Z', 'type': 'Buying', 'value': ""Advantage and Performance Management Sku's have license specific economies of scale pricing. Additionally we were able to get 65% discount on implementation on a new purchase when leveraging competition and involving Bamboo's executive team""}, {'companySize': 247, 'publishedAt': '2023-08-17T22:11:05.198Z', 'type': 'Buying', 'value': 'BambooHR has standard pricing and only discounts by volume or if you would like to prepay. The default is month to month payment so if you are interested in prepayment for a year you can get a 5% discount. For 2 years it is 7.5% and 3 years it is 10%. '}, {'companySize': 247, 'publishedAt': '2023-10-18T08:54:58.287Z', 'type': 'Buying', 'value': 'BambooHR sent notice of their price changes back in June to state that everyone was being moved to their standard pricing. However, we were able to maintain a 5% pre-payment discount for paying the 12 months upfront, along with an additional 9% discount. '}, {'companySize': 247, 'publishedAt': '2024-01-23T15:25:31.214Z', 'type': 'Buying', 'value': ""BambooHR will sometimes give discounts to get contracts completed faster if they're going to be OOO (an example is for the holidays in December) but otherwise, they have set discounts dependent on the volume of licenses.""}, {'companySize': 247, 'publishedAt': '2024-09-06T16:42:35.533Z', 'type': 'SavingsAndNegotiation', 'value': 'BambooHR gives a 5% discount if a single organization needs to maintain two separate accounts. They call this their ""parent-child"" discount. '}, {'companySize': 247, 'publishedAt': '2024-09-06T16:42:38.436Z', 'type': 'SavingsAndNegotiation', 'value': 'BambooHR will provide a 5% discount in exchange for annual payment terms. '}, {'companySize': 247, 'publishedAt': '2024-09-13T19:11:03.953Z', 'type': 'SavingsAndNegotiation', 'value': 'BambooHR does not negotiate on prices. They have volume discounts built into their pricing, so the PEPM goes down when you have more employees.'}, {'companySize': 247, 'publishedAt': '2024-09-13T19:10:53.849Z', 'type': 'SavingsAndNegotiation', 'value': 'BambooHR took a days to turn around responses to our emails. We should have planned more time to interact with their team and make changes to our account. '}, {'companySize': 247, 'publishedAt': '2024-09-13T19:10:57.025Z', 'type': 'SavingsAndNegotiation', 'value': ""BambooHR does not have account managers or CSMs. You'll need to work with their support team to make adjustments to your account that can't be done inside the account. ""}, {'companySize': 247, 'publishedAt': '2024-09-13T19:11:00.314Z', 'type': 'SavingsAndNegotiation', 'value': 'BambooHR will offer a 5% discount if you pay annually instead of monthly. '}]",,,,,,,False,,,13451.15,9.79,,False,34.646153846153844,40.4,BambooHR
2530,2530,4981,8743,Human Resources,human-resources,HR Management System,hr-management-system,6bfc7ac2-9a38-4427-a8a9-243e8a8a5941,ultimate-kronos-group,Ultimate Kronos Group,UKG Inc,//d1mzm9ptampqbl.cloudfront.net/product-logos/ukg-com.png,"Ultimate Kronos Group is an American multinational technology company that provides workforce management and human resource management services.
",False,"{'negotiationsHandled': 64, 'averageSavingsPercent': '11.33'}",64,ukg.com,"Ultimate Kronos Group is an American multinational technology company that provides workforce management and human resource management services.
","HiBob, Paylocity","[{'companySize': 247, 'publishedAt': '2024-09-16T20:44:41.954Z', 'type': 'Informative', 'value': 'UKG laid off 2200 employees (summer 2024), and this has been reflected in price increases and service support sentiment'}]",,,,,,,False,,,163874.28,11.33,,False,42.450980392156865,40.4,UKG
2531,2531,4982,8744,Human Resources,human-resources,HR Management System,hr-management-system,037de7be-c45b-4ae3-a7bb-ba6246fde911,robin,Robin,Robin Powered Inc,//d1mzm9ptampqbl.cloudfront.net/product-logos/robin.png,"A meeting room booking system that simplifies your day. Robin makes scheduling meetings a snap with easy calendar integration, usage analytics and room displays.",False,"{'negotiationsHandled': 50, 'averageSavingsPercent': '21.13'}",50,robinpowered.com,"A meeting room booking system that simplifies your day. Robin makes scheduling meetings a snap with easy calendar integration, usage analytics and room displays.",Envoy,"[{'companySize': 247, 'publishedAt': '2023-09-08T14:09:46.490Z', 'type': 'Buying', 'value': 'We found savings in leveraging flexible office space for the number of desks required as well as economies of scale. They will also provide Net 60 Payment terms upon multiple requests'}, {'companySize': 247, 'publishedAt': '2023-09-08T19:25:08.078Z', 'type': 'Buying', 'value': 'We were able to achieve a completely flat renewal.'}, {'companySize': 247, 'publishedAt': '2024-05-28T13:17:21.551Z', 'type': 'Buying', 'value': 'The pricing structure changed to a per user model, going from $61/desk to $45/desk. With comps showing $48/desk as average, this offer was strong. We stress tested the offer with $40/desk but the rep shared that since this already has a 43.67% discount attached, there was no further movement approved.'}, {'companySize': 247, 'publishedAt': '2024-07-19T11:34:07.291Z', 'type': 'SavingsAndNegotiation', 'value': 'Support costs on new purchases can be discounted up to 50% off list when leveraging the total scope of work if purchasing more than 1,000 user licenses. Still worthwhile to push for discounting in the 40-50% range if user counts are lower, especially on new purchases.'}]",,,,,,,False,,,20017.13,21.13,,False,20.5,40.4,Robin
2533,2533,4984,8747,Human Resources,human-resources,HR Management System,hr-management-system,0a41137a-8122-4798-ae55-afa4079725af,emtrain,Emtrain,Emtrain Inc,//d1mzm9ptampqbl.cloudfront.net/product-logos/emtrain.png,"Helping business transform their workplace culture through online compliance training, content and analytics. Get started with a free course trial.",False,"{'negotiationsHandled': 33, 'averageSavingsPercent': '34.91'}",33,emtrain.com,"Helping business transform their workplace culture through online compliance training, content and analytics. Get started with a free course trial.",EasyLlama,"[{'companySize': 247, 'publishedAt': '2023-08-01T23:23:45.544Z', 'type': 'Buying', 'value': 'We were able to site budgetary restrictions to keep the per user price despite the forty user discount resulting in a 20% reduction in overall cost. '}, {'companySize': 247, 'publishedAt': '2023-08-30T00:10:09.184Z', 'type': 'Buying', 'value': 'We were able to secure a more favorable price per user by locking in a longer 2 year term '}, {'companySize': 247, 'publishedAt': '2023-11-07T17:26:42.424Z', 'type': 'Buying', 'value': 'Supplier was willing to honor a flat renewal for both scope and pricing. They kept this at $5k for the annual agreement with 175 licenses. '}, {'companySize': 247, 'publishedAt': '2023-11-07T17:27:54.679Z', 'type': 'Buying', 'value': 'Supplier was willing to honor a flat renewal for both scope and pricing. They kept this at $5k for the annual agreement with 175 licenses.'}, {'companySize': 247, 'publishedAt': '2024-02-26T14:59:22.726Z', 'type': 'Buying', 'value': 'We needed to descope significantly (due to headcount reduction) but were able to maintain our previous rate (35% discount) with significant pushback and leaning on budget constraints/competition. We also moved from a 24 month term to 12 month.'}, {'companySize': 247, 'publishedAt': '2024-10-24T20:47:32.729Z', 'type': 'SavingsAndNegotiation', 'value': 'Upon renewal we were able to work with the supplier to not have the new list rate proposed on a low volume scope.'}]",,,,,,,False,,,14883.15,34.91,,False,21.25,46.7,emtrain
2534,2534,4985,8748,Human Resources,human-resources,HR Management System,hr-management-system,a706a58e-d339-48b1-bab4-87965bf525fb,assembled,Assembled,Assembled Inc,//d1mzm9ptampqbl.cloudfront.net/product-logos/assembled.png,"A modern workforce management platform built to scale great customer support. We help teams forecast support demand, manage team schedules, and uncover insights to improve their support operations.",False,"{'negotiationsHandled': 29, 'averageSavingsPercent': '16.44'}",29,assembled.com,"A modern workforce management platform built to scale great customer support. We help teams forecast support demand, manage team schedules, and uncover insights to improve their support operations.",,"[{'companySize': 247, 'publishedAt': '2024-05-02T16:50:20.340Z', 'type': 'Buying', 'value': 'In our new purchase of Assembled, we were able to get a 45% discount on Pro, as well as the platform fee and implementation fees at no cost. We accomplished this by referencing budget constraints, as well as having heard from other colleagues the pricing they received from Assembled for their own companies.'}, {'companySize': 247, 'publishedAt': '2024-10-24T20:45:20.173Z', 'type': 'SavingsAndNegotiation', 'value': 'Assembled will push for longer term agreements with little discounts, but push for much higher discounts if seriously considering 2/3 year terms.'}, {'companySize': 247, 'publishedAt': '2024-10-16T18:23:38.701Z', 'type': 'SavingsAndNegotiation', 'value': 'We were initially offered a flat renewal if we were to auto renew or a 10% discount if we were to move to annual payment terms. '}]",,,,,,,False,,,19968.26,16.44,,False,45,40.4,assembled
